"","State","County","Census_Pop_2020","Population_Estimate_2023","Births_2023","Deaths_2023"
"2757","TX","Tom Green County",120003,119057,1516,1267
"2758","TX","Travis County",1290188,1334961,16289,6312
"2759","TX","Trinity County",13602,14228,147,306
"2760","TX","Tyler County",19798,20382,210,375
"2761","TX","Upshur County",40892,43281,496,600
"2762","TX","Upton County",3308,3109,27,31
"2763","TX","Uvalde County",24564,24960,407,324
"2764","TX","Val Verde County",47586,47720,829,457
"2765","TX","Van Zandt County",59541,64000,655,875
"2766","TX","Victoria County",91319,91664,1299,1004
"2767","TX","Walker County",76400,81268,697,654
"2768","TX","Waller County",56794,63553,761,482
"2769","TX","Ward County",11644,10966,173,119
"2770","TX","Washington County",35805,37007,381,479
"2771","TX","Webb County",267114,269148,4420,1664
"2772","TX","Wharton County",41570,41739,555,534
"2773","TX","Wheeler County",4990,4804,64,91
"2774","TX","Wichita County",129350,130180,1742,1539
"2775","TX","Wilbarger County",12887,12522,184,191
"2776","TX","Willacy County",20164,20037,245,212
"2777","TX","Williamson County",609017,697191,8043,3494
"2778","TX","Wilson County",49753,54183,592,582
"2779","TX","Winkler County",7791,7414,127,85
"2780","TX","Wise County",68632,78097,915,743
"2781","TX","Wood County",44843,47921,416,806
"2782","TX","Yoakum County",7694,7468,132,80
"2783","TX","Young County",17867,18124,237,306
"2784","TX","Zapata County",13889,13736,209,141
"2785","TX","Zavala County",9670,9312,169,148
"2786","UT","Beaver County",7072,7233,106,77
"2787","UT","Box Elder County",57666,62684,831,480
"2788","UT","Cache County",133154,142393,2122,729
"2789","UT","Carbon County",20412,20609,226,291
"2790","UT","Daggett County",935,992,10,7
"2791","UT","Davis County",362679,373207,4769,2122
"2792","UT","Duchesne County",19596,20477,281,177
"2793","UT","Emery County",9825,10144,124,126
"2794","UT","Garfield County",5083,5314,58,61
"2795","UT","Grand County",9669,9706,98,85
"2796","UT","Iron County",57289,64211,823,419
"2797","UT","Juab County",11786,13023,201,89
"2798","UT","Kane County",7667,8425,93,101
"2799","UT","Millard County",12975,13437,180,133
"2800","UT","Morgan County",12295,13000,139,70
"2801","UT","Piute County",1438,1550,18,24
"2802","UT","Rich County",2510,2670,28,18
"2803","UT","Salt Lake County",1185238,1185813,14841,7436
"2804","UT","San Juan County",14518,14358,185,156
"2805","UT","Sanpete County",28437,30277,382,270
"2806","UT","Sevier County",21522,22344,284,226
"2807","UT","Summit County",42357,42759,418,210
"2808","UT","Tooele County",72698,82051,1070,491
"2809","UT","Uintah County",35620,37747,497,318
"2810","UT","Utah County",659399,719174,11955,3065
"2811","UT","Wasatch County",34788,37144,383,187
"2812","UT","Washington County",180279,202452,2298,1762
"2813","UT","Wayne County",2486,2614,32,33
"2814","UT","Weber County",262223,271926,3513,2006
"2815","VT","Addison County",37363,37720,289,373
"2816","VT","Bennington County",37347,37183,263,545
"2817","VT","Caledonia County",30233,30610,239,397
"2818","VT","Chittenden County",168323,169481,1334,1297
"2819","VT","Essex County",5920,6010,56,89
"2820","VT","Franklin County",49946,50994,524,473
"2821","VT","Grand Isle County",7293,7467,62,101
"2822","VT","Lamoille County",25945,26060,208,251
"2823","VT","Orange County",29277,29943,248,307
"2824","VT","Orleans County",27393,27516,208,437
"2825","VT","Rutland County",60572,60271,444,790
"2826","VT","Washington County",59807,60142,443,609
"2827","VT","Windham County",45905,45966,336,529
"2828","VT","Windsor County",57753,58101,418,678
"2829","VA","Accomack County",33413,33239,359,532
"2830","VA","Albemarle County",112395,115676,1047,916
"2831","VA","Alleghany County",15223,14595,79,301
"2832","VA","Amelia County",13265,13480,123,219
"2833","VA","Amherst County",31307,31396,275,464
"2834","VA","Appomattox County",16119,16864,190,194
"2835","VA","Arlington County",238643,234162,2601,974
"2836","VA","Augusta County",77487,78247,521,886
"2837","VA","Bath County",4209,4051,43,75
"2838","VA","Bedford County",79462,81525,644,970
"2839","VA","Bland County",6270,6179,32,102
"2840","VA","Botetourt County",33596,34125,263,456
"2841","VA","Brunswick County",15849,15749,118,267
"2842","VA","Buchanan County",20355,19087,181,379
"2843","VA","Buckingham County",16824,16978,133,222
"2844","VA","Campbell County",55696,55270,375,712
"2845","VA","Caroline County",30887,32640,354,371
"2846","VA","Carroll County",29155,29239,269,502
"2847","VA","Charles City County",6773,6610,37,114
"2848","VA","Charlotte County",11529,11336,146,235
"2849","VA","Chesterfield County",364548,383876,4144,2935
"2850","VA","Clarke County",14783,15466,159,181
"2851","VA","Craig County",4892,4843,45,73
"2852","VA","Culpeper County",52552,54973,664,529
"2853","VA","Cumberland County",9675,9878,84,131
"2854","VA","Dickenson County",14124,13640,120,220
"2855","VA","Dinwiddie County",27947,28343,182,364
"2856","VA","Essex County",10599,10598,113,183
"2857","VA","Fairfax County",1150309,1141878,12496,5120
"2858","VA","Fauquier County",72972,75165,742,662
"2859","VA","Floyd County",15476,15679,111,213
"2860","VA","Fluvanna County",27249,28462,259,285
"2861","VA","Franklin County",54477,55549,509,739
"2862","VA","Frederick County",91419,95994,902,918
"2863","VA","Giles County",16787,16457,150,289
"2864","VA","Gloucester County",38711,40057,369,474
"2865","VA","Goochland County",24727,27197,211,272
"2866","VA","Grayson County",15333,15285,119,267
"2867","VA","Greene County",20552,21301,237,230
"2868","VA","Greensville County",11391,11133,96,158
"2869","VA","Halifax County",34022,33432,332,592
"2870","VA","Hanover County",109979,114148,1066,1145
"2871","VA","Henrico County",334389,334760,3690,3111
"2872","VA","Henry County",50948,49702,393,908
"2873","VA","Highland County",2232,2339,18,33
"2874","VA","Isle of Wight County",38606,40711,408,459
"2875","VA","James City County",78254,82654,822,774
"2876","VA","King and Queen County",6608,6720,47,102
"2877","VA","King George County",26723,28568,321,204
"2878","VA","King William County",17810,19030,245,221
"2879","VA","Lancaster County",10919,10859,73,228
"2880","VA","Lee County",22173,21745,173,385
"2881","VA","Loudoun County",420959,436347,4924,1620
"2882","VA","Louisa County",37596,41037,416,472
"2883","VA","Lunenburg County",11936,12038,115,171
"2884","VA","Madison County",13837,14128,128,172
"2885","VA","Mathews County",8533,8514,63,171
"2886","VA","Mecklenburg County",30319,30648,301,540
"2887","VA","Middlesex County",10625,10924,90,206
"2888","VA","Montgomery County",99721,98666,634,763
"2889","VA","Nelson County",14775,14705,166,207
"2890","VA","New Kent County",22945,26134,253,245
"2891","VA","Northampton County",12282,12021,114,212
"2892","VA","Northumberland County",11839,12391,85,232
"2893","VA","Nottoway County",15642,15566,169,253
"2894","VA","Orange County",36254,38574,438,455
"2895","VA","Page County",23709,23741,213,335
"2896","VA","Patrick County",17608,17509,160,345
"2897","VA","Pittsylvania County",60501,59571,406,812
"2898","VA","Powhatan County",30333,32105,285,304
"2899","VA","Prince Edward County",21849,22049,207,266
"2900","VA","Prince George County",43010,42871,369,363
"2901","VA","Prince William County",482204,489640,6230,2324
"2902","VA","Pulaski County",33800,33655,296,536
"2903","VA","Rappahannock County",7348,7414,35,94
"2904","VA","Richmond County",8923,9184,93,128
"2905","VA","Roanoke County",96929,97026,700,1145
"2906","VA","Rockbridge County",22650,22358,98,327
"2907","VA","Rockingham County",83757,86568,917,923
"2908","VA","Russell County",25781,25477,265,436
"2909","VA","Scott County",21576,21433,178,377
"2910","VA","Shenandoah County",44186,45228,472,588
"2911","VA","Smyth County",29800,29216,280,559
"2912","VA","Southampton County",17996,17975,108,257
"2913","VA","Spotsylvania County",140032,149588,1569,1112
"2914","VA","Stafford County",156927,165428,1772,945
"2915","VA","Surry County",6561,6593,68,106
"2916","VA","Sussex County",10829,10757,85,178
"2917","VA","Tazewell County",40429,39120,242,731
"2918","VA","Warren County",40727,41843,451,506
"2919","VA","Washington County",53935,54050,453,806
"2920","VA","Westmoreland County",18477,19013,170,258
"2921","VA","Wise County",36130,35174,353,608
"2922","VA","Wythe County",28290,28104,282,471
"2923","VA","York County",70045,70952,604,588
"2924","VA","Alexandria city",159467,155230,2284,902
"2925","VA","Bristol city",17219,16807,185,302
"2926","VA","Buena Vista city",6641,6566,79,109
"2927","VA","Charlottesville city",46553,44983,575,365
"2928","VA","Chesapeake city",249422,253886,2985,2166
"2929","VA","Colonial Heights city",18170,18393,271,308
"2930","VA","Covington city",5737,5545,73,122
"2931","VA","Danville city",42590,41837,435,854
"2932","VA","Emporia city",5766,5463,67,103
"2933","VA","Fairfax city",24146,25144,595,300
"2934","VA","Falls Church city",14658,14685,173,166
"2935","VA","Franklin city",8180,8339,157,179
"2936","VA","Fredericksburg city",27982,28928,348,305
"2937","VA","Galax city",6720,6717,120,169
"2938","VA","Hampton city",137148,137098,1637,1504
"2939","VA","Harrisonburg city",51814,51082,595,355
"2940","VA","Hopewell city",23033,22752,317,418
"2941","VA","Lexington city",7320,7528,121,69
"2942","VA","Lynchburg city",79009,79535,1149,922
"2943","VA","Manassas city",42772,42696,693,365
"2944","VA","Manassas Park city",17219,16361,70,85
